close,high,low,open,symbol,volume,id,key,date,updated,changeOverTime,marketChangeOverTime,uOpen,uClose,uHigh,uLow,uVolume,fOpen,fClose,fHigh,fLow,fVolume,label,change,changePercent
75.36,75.7,74.82,75.58,HDB,828964,HISTORICAL_PRICES,HDB,8/10/2021,1.62864E+12,0.076571429,0.076571429,75.58,75.36,75.7,74.82,828964,75.58,75.36,75.7,74.82,828964,10-Aug-21,0.2,0.0027
75.02,75.59,74.38,75.46,HDB,767097,HISTORICAL_PRICES,HDB,8/11/2021,1.62873E+12,0.071714286,0.071714286,75.46,75.02,75.59,74.38,767097,75.46,75.02,75.59,74.38,767097,11-Aug-21,-0.34,-0.0045
75.1,75.281,74.56,74.95,HDB,705968,HISTORICAL_PRICES,HDB,8/12/2021,1.62882E+12,0.072857143,0.072857143,74.95,75.1,75.281,74.56,705968,74.95,75.1,75.281,74.56,705968,12-Aug-21,0.08,0.0011
76.59,76.82,76.05,76.26,HDB,1169815,HISTORICAL_PRICES,HDB,8/13/2021,1.62907E+12,0.094142857,0.094142857,76.26,76.59,76.82,76.05,1169815,76.26,76.59,76.82,76.05,1169815,13-Aug-21,1.49,0.0198
75.23,76.4,74.38,76.26,HDB,1412228,HISTORICAL_PRICES,HDB,8/16/2021,1.62916E+12,0.074714286,0.074714286,76.26,75.23,76.4,74.38,1412228,76.26,75.23,76.4,74.38,1412228,16-Aug-21,-1.36,-0.0178
76.45,76.56,74.57,74.65,HDB,1617479,HISTORICAL_PRICES,HDB,8/17/2021,1.62925E+12,0.092142857,0.092142857,74.65,76.45,76.56,74.57,1617479,74.65,76.45,76.56,74.57,1617479,17-Aug-21,1.22,0.0162
75.1,76.51,75.08,76.23,HDB,1388316,HISTORICAL_PRICES,HDB,8/18/2021,1.62933E+12,0.072857143,0.072857143,76.23,75.1,76.51,75.08,1388316,76.23,75.1,76.51,75.08,1388316,18-Aug-21,-1.35,-0.0177
75.39,75.82,74.39,74.69,HDB,1012035,HISTORICAL_PRICES,HDB,8/19/2021,1.62942E+12,0.077,0.077,74.69,75.39,75.82,74.39,1012035,74.69,75.39,75.82,74.39,1012035,19-Aug-21,0.29,0.0039
76.74,76.79,75.6,75.96,HDB,1073769,HISTORICAL_PRICES,HDB,8/20/2021,1.62951E+12,0.096285714,0.096285714,75.96,76.74,76.79,75.6,1073769,75.96,76.74,76.79,75.6,1073769,20-Aug-21,1.35,0.0179
77.35,78,76.875,76.94,HDB,1867955,HISTORICAL_PRICES,HDB,8/23/2021,1.62977E+12,0.105,0.105,76.94,77.35,78,76.875,1867955,76.94,77.35,78,76.875,1867955,23-Aug-21,0.61,0.0079
77.79,78.795,77.25,78.69,HDB,1301265,HISTORICAL_PRICES,HDB,8/24/2021,1.62985E+12,0.111285714,0.111285714,78.69,77.79,78.795,77.25,1301265,78.69,77.79,78.795,77.25,1301265,24-Aug-21,0.44,0.0057
78.48,78.565,77.54,77.97,HDB,2176540,HISTORICAL_PRICES,HDB,8/25/2021,1.62994E+12,0.121142857,0.121142857,77.97,78.48,78.565,77.54,2176540,77.97,78.48,78.565,77.54,2176540,25-Aug-21,0.69,0.0089
207.95,213.01,206.36,212.84,HON,2329179,HISTORICAL_PRICES,HON,1/4/2021,1.62882E+12,0,0,212.84,207.95,213.01,206.36,2329179,210.1684,205.3398,210.3363,203.7698,2329179,4-Jan-21,0,0
208.46,210.19,206.98,206.98,HON,2172258,HISTORICAL_PRICES,HON,1/5/2021,1.62882E+12,0.002452513,0.002452513,206.98,208.46,210.19,206.98,2172258,204.382,205.8434,207.5517,204.382,2172258,5-Jan-21,0.51,0.0025
212.26,213.98,209.23,209.45,HON,2748168,HISTORICAL_PRICES,HON,1/6/2021,1.62882E+12,0.020726136,0.020726136,209.45,212.26,213.98,209.23,2748168,206.821,209.5957,211.2941,206.6038,2748168,6-Jan-21,3.8,0.0182
212.61,214.01,210.8,212.89,HON,2057350,HISTORICAL_PRICES,HON,1/7/2021,1.62882E+12,0.022409233,0.022409233,212.89,212.61,214.01,210.8,2057350,210.2178,209.9413,211.3238,208.1541,2057350,7-Jan-21,0.35,0.0016
210.03,213.4075,207.67,212.8,HON,3278932,HISTORICAL_PRICES,HON,1/8/2021,1.62882E+12,0.010002404,0.010002404,212.8,210.03,213.4075,207.67,3278932,210.129,207.3937,210.7288,205.0633,3278932,8-Jan-21,-2.58,-0.0121
208.36,209.615,207.83,208.11,HON,2938913,HISTORICAL_PRICES,HON,1/11/2021,1.62882E+12,0.001971628,0.001971628,208.11,208.36,209.615,207.83,2938913,205.4978,205.7447,206.9839,205.2213,2938913,11-Jan-21,-1.67,-0.008
208.88,209.48,205.2614,207.86,HON,2498791,HISTORICAL_PRICES,HON,1/12/2021,1.62882E+12,0.004472229,0.004472229,207.86,208.88,209.48,205.2614,2498791,205.251,206.2582,206.8506,202.685,2498791,12-Jan-21,0.52,0.0025
207.02,208.62,206.4,208.28,HON,2145218,HISTORICAL_PRICES,HON,1/13/2021,1.62882E+12,-0.004472229,-0.004472229,208.28,207.02,208.62,206.4,2145218,205.6657,204.4215,206.0014,203.8093,2145218,13-Jan-21,-1.86,-0.0089
208.61,209.78,207.18,208.04,HON,3661497,HISTORICAL_PRICES,HON,1/14/2021,1.62882E+12,0.00317384,0.00317384,208.04,208.61,209.78,207.18,3661497,205.4287,205.9915,207.1469,204.5795,3661497,14-Jan-21,1.59,0.0077
205.97,207.8617,205.2,207.53,HON,3887549,HISTORICAL_PRICES,HON,1/15/2021,1.62882E+12,-0.00952152,-0.00952152,207.53,205.97,207.8617,205.2,3887549,204.9251,203.3847,205.2526,202.6243,3887549,15-Jan-21,-2.64,-0.0127
206.76,208.76,206.45,208.24,HON,2656589,HISTORICAL_PRICES,HON,1/19/2021,1.62882E+12,-0.005722529,-0.005722529,208.24,206.76,208.76,206.45,2656589,205.6262,204.1648,206.1397,203.8587,2656589,19-Jan-21,0.79,0.0038
208.08,208.67,206.67,207.92,HON,2452446,HISTORICAL_PRICES,HON,1/20/2021,1.62882E+12,0.00062515,0.00062515,207.92,208.08,208.67,206.67,2452446,205.3102,205.4682,206.0508,204.0759,2452446,20-Jan-21,1.32,0.0064
205.23,207.81,205.1,206.86,HON,2705893,HISTORICAL_PRICES,HON,1/21/2021,1.62882E+12,-0.013080067,-0.013080067,206.86,205.23,207.81,205.1,2705893,204.2635,202.654,205.2016,202.5256,2705893,21-Jan-21,-2.85,-0.0137
202.25,204.46,201.39,204.26,HON,3502973,HISTORICAL_PRICES,HON,1/22/2021,1.62882E+12,-0.027410435,-0.027410435,204.26,202.25,204.46,201.39,3502973,201.6961,199.7114,201.8936,198.8622,3502973,22-Jan-21,-2.98,-0.0145
201.87,202.56,200.1,201.34,HON,4737692,HISTORICAL_PRICES,HON,1/25/2021,1.62882E+12,-0.029237798,-0.029237798,201.34,201.87,202.56,200.1,4737692,198.8128,199.3361,200.0175,197.5884,4737692,25-Jan-21,-0.38,-0.0019
201.06,204.77,200.98,203.84,HON,2201906,HISTORICAL_PRICES,HON,1/26/2021,1.62882E+12,-0.033132965,-0.033132965,203.84,201.06,204.77,200.98,2201906,201.2814,198.5363,202.1997,198.4573,2201906,26-Jan-21,-0.81,-0.004
199.38,200.76,196.53,198.11,HON,4108568,HISTORICAL_PRICES,HON,1/27/2021,1.62882E+12,-0.04121183,-0.04121183,198.11,199.38,200.76,196.53,4108568,195.6233,196.8774,198.2401,194.0632,4108568,27-Jan-21,-1.68,-0.0084
202.84,205.35,199.63,200.62,HON,3731737,HISTORICAL_PRICES,HON,1/28/2021,1.62882E+12,-0.024573215,-0.024573215,200.62,202.84,205.35,199.63,3731737,198.1018,200.294,202.7725,197.1243,3731737,28-Jan-21,3.46,0.0174
195.37,200.94,194.55,196.51,HON,4635405,HISTORICAL_PRICES,HON,1/29/2021,1.62882E+12,-0.060495311,-0.060495311,196.51,195.37,200.94,194.55,4635405,194.0434,192.9177,198.4178,192.108,4635405,29-Jan-21,-7.47,-0.0368
195.56,197.765,195.28,197.55,HON,2889125,HISTORICAL_PRICES,HON,2/1/2021,1.62882E+12,-0.05958163,-0.05958163,197.55,195.56,197.765,195.28,2889125,195.0704,193.1053,195.2827,192.8289,2889125,1-Feb-21,0.19,0.001
200.12,200.87,197.51,197.83,HON,2768040,HISTORICAL_PRICES,HON,2/2/2021,1.62882E+12,-0.037653282,-0.037653282,197.83,200.12,200.87,197.51,2768040,195.3469,197.6081,198.3487,195.0309,2768040,2-Feb-21,4.56,0.0233
199.14,199.9,197.41,199.63,HON,1910258,HISTORICAL_PRICES,HON,2/3/2021,1.62882E+12,-0.042365953,-0.042365953,199.63,199.14,199.9,197.41,1910258,197.1243,196.6404,197.3909,194.9321,1910258,3-Feb-21,-0.98,-0.0049
200.59,201.46,198.83,199.83,HON,2273295,HISTORICAL_PRICES,HON,2/4/2021,1.62882E+12,-0.035393123,-0.035393123,199.83,200.59,201.46,198.83,2273295,197.3217,198.0722,198.9313,196.3343,2273295,4-Feb-21,1.45,0.0073
202.92,203.87,201.2773,202.23,HON,1868217,HISTORICAL_PRICES,HON,2/5/2021,1.62882E+12,-0.024188507,-0.024188507,202.23,202.92,203.87,201.2773,1868217,199.6916,200.373,201.311,198.7509,1868217,5-Feb-21,2.33,0.0116
203.86,204.9,202.56,203.82,HON,2076009,HISTORICAL_PRICES,HON,2/8/2021,1.62882E+12,-0.019668189,-0.019668189,203.82,203.86,204.9,202.56,2076009,201.2617,201.3012,202.3281,200.0175,2076009,8-Feb-21,0.94,0.0046
202.02,203.8,201.08,203.6,HON,1794231,HISTORICAL_PRICES,HON,2/9/2021,1.62882E+12,-0.02851647,-0.02851647,203.6,202.02,203.8,201.08,1794231,201.0444,199.4843,201.2419,198.5561,1794231,9-Feb-21,-1.84,-0.009
202.16,203.35,201.18,203,HON,1894589,HISTORICAL_PRICES,HON,2/10/2021,1.62882E+12,-0.027843232,-0.027843232,203,202.16,203.35,201.18,1894589,200.452,199.6225,200.7976,198.6548,1894589,10-Feb-21,0.14,0.0007
202.18,203.1,200.88,202.18,HON,1708967,HISTORICAL_PRICES,HON,2/11/2021,1.62882E+12,-0.027747055,-0.027747055,202.18,202.18,203.1,200.88,1708967,199.6423,199.6423,200.5507,198.3586,1708967,11-Feb-21,0.02,0.0001
203.57,203.79,201.6501,202.37,HON,1990352,HISTORICAL_PRICES,HON,2/12/2021,1.62882E+12,-0.021062755,-0.021062755,202.37,203.57,203.79,201.6501,1990352,199.8299,201.0148,201.232,199.119,1990352,12-Feb-21,1.39,0.0069
203.44,205.57,201.88,204.86,HON,2283499,HISTORICAL_PRICES,HON,2/16/2021,1.62882E+12,-0.021687906,-0.021687906,204.86,203.44,205.57,201.88,2283499,202.2886,200.8864,202.9897,199.346,2283499,16-Feb-21,-0.13,-0.0006
201.9,202.19,199.86,201.36,HON,2941163,HISTORICAL_PRICES,HON,2/17/2021,1.62882E+12,-0.029093532,-0.029093532,201.36,201.9,202.19,199.86,2941163,198.8325,199.3658,199.6521,197.3514,2941163,17-Feb-21,-1.54,-0.0076
203.52,204.82,200.65,201.5,HON,1764985,HISTORICAL_PRICES,HON,2/18/2021,1.62882E+12,-0.021303198,-0.021303198,201.5,203.52,204.82,200.65,1764985,198.9708,200.9654,202.2491,198.1315,1764985,18-Feb-21,1.62,0.008
203.56,206.8299,203.32,204.12,HON,2434559,HISTORICAL_PRICES,HON,2/19/2021,1.62882E+12,-0.021110844,-0.021110844,204.12,203.56,206.8299,203.32,2434559,201.5579,201.0049,204.2338,200.7679,2434559,19-Feb-21,0.04,0.0002
203.62,204.3,202.42,203.04,HON,2205390,HISTORICAL_PRICES,HON,2/22/2021,1.62882E+12,-0.020822313,-0.020822313,203.04,203.62,204.3,202.42,2205390,200.4915,201.0642,201.7356,199.8792,2205390,22-Feb-21,0.06,0.0003
205.04,205.84,202.97,205.01,HON,2459300,HISTORICAL_PRICES,HON,2/23/2021,1.62882E+12,-0.013993748,-0.013993748,205.01,205.04,205.84,202.97,2459300,202.4367,202.4664,203.2563,200.4223,2459300,23-Feb-21,1.42,0.007
211.03,212.14,203.5,204.89,HON,3341520,HISTORICAL_PRICES,HON,2/24/2021,1.62882E+12,0.014811253,0.014811253,204.89,211.03,212.14,203.5,3341520,202.3182,208.3812,209.4772,200.9457,3341520,24-Feb-21,5.99,0.0292
204.79,210.455,204.26,209.95,HON,2735008,HISTORICAL_PRICES,HON,2/25/2021,1.62882E+12,-0.015195961,-0.015195961,209.95,204.79,210.455,204.26,2735008,208.2324,203.1146,208.7333,202.5889,2735008,25-Feb-21,-6.24,-0.0296
202.35,205.8,202.07,205.63,HON,3665903,HISTORICAL_PRICES,HON,2/26/2021,1.62882E+12,-0.02692955,-0.02692955,205.63,202.35,205.8,202.07,3665903,203.9477,200.6946,204.1163,200.4169,3665903,26-Feb-21,-2.44,-0.0119
206.22,208.15,203.69,204.33,HON,2535954,HISTORICAL_PRICES,HON,3/1/2021,1.62882E+12,-0.008319308,-0.008319308,204.33,206.22,208.15,203.69,2535954,202.6584,204.5329,206.4471,202.0236,2535954,1-Mar-21,3.87,0.0191
206.58,207.99,205.18,206.77,HON,2500200,HISTORICAL_PRICES,HON,3/2/2021,1.62882E+12,-0.006588122,-0.006588122,206.77,206.58,207.99,205.18,2500200,205.0784,204.89,206.2884,203.5014,2500200,2-Mar-21,0.36,0.0017
207.01,209.45,206.12,206.12,HON,2706390,HISTORICAL_PRICES,HON,3/3/2021,1.62882E+12,-0.004520317,-0.004520317,206.12,207.01,209.45,206.12,2706390,204.4337,205.3164,207.7365,204.4337,2706390,3-Mar-21,0.43,0.0021
202.94,208.04,200.51,207.35,HON,2798790,HISTORICAL_PRICES,HON,3/4/2021,1.62882E+12,-0.02409233,-0.02409233,207.35,202.94,208.04,200.51,2798790,205.6537,201.2797,206.338,198.8696,2798790,4-Mar-21,-4.07,-0.0197
206.58,207.46,201.78,204.53,HON,2857983,HISTORICAL_PRICES,HON,3/5/2021,1.62882E+12,-0.006588122,-0.006588122,204.53,206.58,207.46,201.78,2857983,202.8567,204.89,205.7628,200.1292,2857983,5-Mar-21,3.64,0.0179
207.7,212.45,207.195,207.54,HON,3216015,HISTORICAL_PRICES,HON,3/8/2021,1.62882E+12,-0.001202212,-0.001202212,207.54,207.7,212.45,207.195,3216015,205.8421,206.0008,210.7119,205.4999,3216015,8-Mar-21,1.12,0.0054
207.61,209.94,206.49,208.99,HON,2643482,HISTORICAL_PRICES,HON,3/9/2021,1.62882E+12,-0.001635008,-0.001635008,208.99,207.61,209.94,206.49,2643482,207.2802,205.9115,208.2225,204.8007,2643482,9-Mar-21,-0.09,-0.0004
212.91,213.27,207.65,207.68,HON,4332488,HISTORICAL_PRICES,HON,3/10/2021,1.62882E+12,0.023851887,0.023851887,207.68,212.91,213.27,207.65,4332488,205.981,211.1682,211.5252,205.9512,4332488,10-Mar-21,5.3,0.0255
212.5,214.76,211.2,211.79,HON,2959704,HISTORICAL_PRICES,HON,3/11/2021,1.62882E+12,0.02188026,0.02188026,211.79,212.5,214.76,211.2,2959704,210.0573,210.7615,213.003,209.4722,2959704,11-Mar-21,-0.41,-0.0019
214.38,215.39,213.2,213.29,HON,1839244,HISTORICAL_PRICES,HON,3/12/2021,1.62882E+12,0.030920894,0.030920894,213.29,214.38,215.39,213.2,1839244,211.5451,212.6262,213.6279,211.4558,1839244,12-Mar-21,1.88,0.0088
216.2,217,212.7,213.71,HON,2561209,HISTORICAL_PRICES,HON,3/15/2021,1.62882E+12,0.039672998,0.039672998,213.71,216.2,217,212.7,2561209,211.9616,214.4313,215.2247,210.9599,2561209,15-Mar-21,1.82,0.0085
211.81,216.47,211.41,216.36,HON,2577708,HISTORICAL_PRICES,HON,3/16/2021,1.62882E+12,0.018562154,0.018562154,216.36,211.81,216.47,211.41,2577708,214.59,210.0772,214.6991,209.6804,2577708,16-Mar-21,-4.39,-0.0203
213.03,214.43,211.94,213.5,HON,2730196,HISTORICAL_PRICES,HON,3/17/2021,1.62882E+12,0.024428949,0.024428949,213.5,213.03,214.43,211.94,2730196,211.7534,211.2872,212.6757,210.2061,2730196,17-Mar-21,1.22,0.0058
215.02,219,213.18,213.5,HON,4293949,HISTORICAL_PRICES,HON,3/18/2021,1.62882E+12,0.033998557,0.033998557,213.5,215.02,219,213.18,4293949,211.7534,213.2609,217.2084,211.436,4293949,18-Mar-21,1.99,0.0093
212.91,215.59,212.17,215.37,HON,10110790,HISTORICAL_PRICES,HON,3/19/2021,1.62882E+12,0.023851887,0.023851887,215.37,212.91,215.59,212.17,10110790,213.6081,211.1682,213.8263,210.4342,10110790,19-Mar-21,-2.11,-0.0098
212.13,212.68,209.53,211.11,HON,3306583,HISTORICAL_PRICES,HON,3/22/2021,1.62882E+12,0.020100986,0.020100986,211.11,212.13,212.68,209.53,3306583,209.3829,210.3946,210.9401,207.8158,3306583,22-Mar-21,-0.78,-0.0037
208.59,212.35,207.87,210.42,HON,1913754,HISTORICAL_PRICES,HON,3/23/2021,1.62882E+12,0.003077663,0.003077663,210.42,208.59,212.35,207.87,1913754,208.6985,206.8835,210.6128,206.1694,1913754,23-Mar-21,-3.54,-0.0167
212.22,215.05,209.89,209.96,HON,2562197,HISTORICAL_PRICES,HON,3/24/2021,1.62882E+12,0.020533782,0.020533782,209.96,212.22,215.05,209.89,2562197,208.2423,210.4838,213.2907,208.1729,2562197,24-Mar-21,3.63,0.0174
213.88,214.05,208.25,212.21,HON,2217646,HISTORICAL_PRICES,HON,3/25/2021,1.62882E+12,0.02851647,0.02851647,212.21,213.88,214.05,208.25,2217646,210.4739,212.1302,212.2989,206.5463,2217646,25-Mar-21,1.66,0.0078
218.53,218.69,214.135,215.12,HON,2540014,HISTORICAL_PRICES,HON,3/26/2021,1.62882E+12,0.050877615,0.050877615,215.12,218.53,218.69,214.135,2540014,213.3601,216.7422,216.9009,212.3832,2540014,26-Mar-21,4.65,0.0217
218.88,219.67,217.14,217.65,HON,3064038,HISTORICAL_PRICES,HON,3/29/2021,1.62882E+12,0.052560712,0.052560712,217.65,218.88,219.67,217.14,3064038,215.8694,217.0893,217.8729,215.3636,3064038,29-Mar-21,0.35,0.0016
218.09,219.3099,217.05,219,HON,2448206,HISTORICAL_PRICES,HON,3/30/2021,1.62882E+12,0.048761722,0.048761722,219,218.09,219.3099,217.05,2448206,217.2084,216.3058,217.5157,215.2743,2448206,30-Mar-21,-0.79,-0.0036
217.07,219.17,216.75,218.19,HON,2450022,HISTORICAL_PRICES,HON,3/31/2021,1.62882E+12,0.043856696,0.043856696,218.19,217.07,219.17,216.75,2450022,216.405,215.2941,217.377,214.9768,2450022,31-Mar-21,-1.02,-0.0047
216.8,217.97,215.4912,217.96,HON,2109749,HISTORICAL_PRICES,HON,4/1/2021,1.62882E+12,0.042558307,0.042558307,217.96,216.8,217.97,215.4912,2109749,216.1769,215.0264,216.1868,213.7283,2109749,1-Apr-21,-0.27,-0.0012
219.27,220.11,218.37,218.71,HON,2258883,HISTORICAL_PRICES,HON,4/5/2021,1.62882E+12,0.054436163,0.054436163,218.71,219.27,220.11,218.37,2258883,216.9207,217.4761,218.3093,216.5835,2258883,5-Apr-21,2.47,0.0114
219.19,221.05,218.51,219.57,HON,1795959,HISTORICAL_PRICES,HON,4/6/2021,1.62882E+12,0.054051455,0.054051455,219.57,219.19,221.05,218.51,1795959,217.7737,217.3968,219.2416,216.7224,1795959,6-Apr-21,-0.08,-0.0004
218.5,219.88,217.2775,218.22,HON,1717225,HISTORICAL_PRICES,HON,4/7/2021,1.62882E+12,0.050733349,0.050733349,218.22,218.5,219.88,217.2775,1717225,216.4347,216.7124,218.0812,215.4999,1717225,7-Apr-21,-0.69,-0.0031
219.86,219.96,216.64,218.18,HON,2072017,HISTORICAL_PRICES,HON,4/8/2021,1.62882E+12,0.057273383,0.057273383,218.18,219.86,219.96,216.64,2072017,216.3951,218.0613,218.1605,214.8677,2072017,8-Apr-21,1.36,0.0062
226.98,227.63,223.31,227.5,HON,3861931,HISTORICAL_PRICES,HON,4/9/2021,1.62882E+12,0.091512383,0.091512383,227.5,226.98,227.63,223.31,3861931,225.6388,225.1231,225.7678,221.4831,3861931,9-Apr-21,7.12,0.0324
228.6,229.23,225.56,225.64,HON,2660068,HISTORICAL_PRICES,HON,4/12/2021,1.62882E+12,0.099302717,0.099302717,225.64,228.6,229.23,225.56,2660068,223.794,226.7298,227.3547,223.7147,2660068,12-Apr-21,1.62,0.0071
229,229.949,227.6,229.21,HON,2750231,HISTORICAL_PRICES,HON,4/13/2021,1.62882E+12,0.101226256,0.101226256,229.21,229,229.949,227.6,2750231,227.3348,227.1265,228.0678,225.738,2750231,13-Apr-21,0.4,0.0017
229.38,230.99,228,228,HON,2186537,HISTORICAL_PRICES,HON,4/14/2021,1.62882E+12,0.103053619,0.103053619,228,229.38,230.99,228,2186537,226.1347,227.5034,229.1003,226.1347,2186537,14-Apr-21,0.38,0.0017
229.84,230.71,228.565,230.23,HON,2009592,HISTORICAL_PRICES,HON,4/15/2021,1.62882E+12,0.105265689,0.105265689,230.23,229.84,230.71,228.565,2009592,228.3465,227.9597,228.8226,226.6951,2009592,15-Apr-21,0.46,0.002
232.11,232.35,230.05,231.68,HON,4098296,HISTORICAL_PRICES,HON,4/16/2021,1.62882E+12,0.116181774,0.116181774,231.68,232.11,232.35,230.05,4098296,229.7846,230.2111,230.4491,228.168,4098296,16-Apr-21,2.27,0.0099
230.97,232.105,230.5,231.71,HON,2904437,HISTORICAL_PRICES,HON,4/19/2021,1.62882E+12,0.110699687,0.110699687,231.71,230.97,232.105,230.5,2904437,229.8144,229.0804,230.2061,228.6143,2904437,19-Apr-21,-1.14,-0.0049
227.33,230.19,225.78,230,HON,2050665,HISTORICAL_PRICES,HON,4/20/2021,1.62882E+12,0.09319548,0.09319548,230,227.33,230.19,225.78,2050665,228.1184,225.4702,228.3068,223.9329,2050665,20-Apr-21,-3.64,-0.0158
230.5,230.67,226.93,227.13,HON,1722536,HISTORICAL_PRICES,HON,4/21/2021,1.62882E+12,0.108439529,0.108439529,227.13,230.5,230.67,226.93,1722536,225.2718,228.6143,228.7829,225.0735,1722536,21-Apr-21,3.17,0.0139
229.26,232.03,228.8,230.4,HON,2516155,HISTORICAL_PRICES,HON,4/22/2021,1.62882E+12,0.102476557,0.102476557,230.4,229.26,232.03,228.8,2516155,228.5151,227.3844,230.1318,226.9282,2516155,22-Apr-21,-1.24,-0.0054
224.5,226.95,222.22,225.2,HON,5312728,HISTORICAL_PRICES,HON,4/23/2021,1.62882E+12,0.079586439,0.079586439,225.2,224.5,226.95,222.22,5312728,223.3576,222.6634,225.0933,220.402,5312728,23-Apr-21,-4.76,-0.0208
221.52,225.74,221.26,225.59,HON,3611352,HISTORICAL_PRICES,HON,4/26/2021,1.62882E+12,0.065256071,0.065256071,225.59,221.52,225.74,221.26,3611352,223.7444,219.7077,223.8932,219.4499,3611352,26-Apr-21,-2.98,-0.0133
222.93,223.75,221.11,222.02,HON,2786525,HISTORICAL_PRICES,HON,4/27/2021,1.62882E+12,0.072036547,0.072036547,222.02,222.93,223.75,221.11,2786525,220.2036,221.1062,221.9195,219.3011,2786525,27-Apr-21,1.41,0.0064
222.87,224.14,222.5,222.74,HON,2168054,HISTORICAL_PRICES,HON,4/28/2021,1.62882E+12,0.071748016,0.071748016,222.74,222.87,224.14,222.5,2168054,220.9178,221.0467,222.3063,220.6797,2168054,28-Apr-21,-0.06,-0.0003
223.9,224.16,221.6818,223.71,HON,1789938,HISTORICAL_PRICES,HON,4/29/2021,1.62882E+12,0.07670113,0.07670113,223.71,223.9,224.16,221.6818,1789938,221.8798,222.0683,222.3261,219.8682,1789938,29-Apr-21,1.03,0.0046
223.04,223.58,221.04,223.02,HON,2216986,HISTORICAL_PRICES,HON,4/30/2021,1.62882E+12,0.072565521,0.072565521,223.02,223.04,223.58,221.04,2216986,221.1955,221.2153,221.7509,219.2317,2216986,30-Apr-21,-0.86,-0.0038
223.2,224.78,222.2613,224.24,HON,2218729,HISTORICAL_PRICES,HON,5/3/2021,1.62882E+12,0.073334936,0.073334936,224.24,223.2,224.78,222.2613,2218729,222.4055,221.374,222.9411,220.443,2218729,3-May-21,0.16,0.0007
225.43,225.6,220.75,222.14,HON,2826960,HISTORICAL_PRICES,HON,5/4/2021,1.62882E+12,0.084058668,0.084058668,222.14,225.43,225.6,220.75,2826960,220.3227,223.5858,223.7544,218.944,2826960,4-May-21,2.23,0.01
226.19,227.2687,225.76,226.29,HON,1580762,HISTORICAL_PRICES,HON,5/5/2021,1.62882E+12,0.087713393,0.087713393,226.29,226.19,227.2687,225.76,1580762,224.4387,224.3395,225.4094,223.9131,1580762,5-May-21,0.76,0.0034
228.66,228.82,225.45,227.25,HON,2053225,HISTORICAL_PRICES,HON,5/6/2021,1.62882E+12,0.099591248,0.099591248,227.25,228.66,228.82,225.45,2053225,225.3909,226.7893,226.948,223.6056,2053225,6-May-21,2.47,0.0109
228.79,229.7,226.37,228.13,HON,1957122,HISTORICAL_PRICES,HON,5/7/2021,1.62882E+12,0.100216398,0.100216398,228.13,228.79,229.7,226.37,1957122,226.2637,226.9183,227.8208,224.5181,1957122,7-May-21,0.13,0.0006
230.94,232.65,229,229,HON,2393698,HISTORICAL_PRICES,HON,5/10/2021,1.62882E+12,0.110555422,0.110555422,229,230.94,232.65,229,2393698,227.1265,229.0507,230.7467,227.1265,2393698,10-May-21,2.15,0.0094
229.16,229.26,224.25,228.06,HON,3380290,HISTORICAL_PRICES,HON,5/11/2021,1.62882E+12,0.101995672,0.101995672,228.06,229.16,229.26,224.25,3380290,226.1942,227.2852,227.3844,222.4154,3380290,11-May-21,-1.78,-0.0077
220.04,227.26,219.89,226.64,HON,4197103,HISTORICAL_PRICES,HON,5/12/2021,1.62882E+12,0.058138976,0.058138976,226.64,220.04,227.26,219.89,4197103,224.7859,218.2398,225.4008,218.0911,4197103,12-May-21,-9.12,-0.0398
223.68,224.87,218.74,218.83,HON,2905724,HISTORICAL_PRICES,HON,5/13/2021,1.62882E+12,0.075643183,0.075643183,218.83,223.68,224.87,218.74,2905724,217.961,222.7917,223.977,217.8713,2905724,13-May-21,3.64,0.0165
227.36,228.23,224.85,225.74,HON,2081307,HISTORICAL_PRICES,HON,5/14/2021,1.62882E+12,0.093339745,0.093339745,225.74,227.36,228.23,224.85,2081307,224.8435,226.4571,227.3236,223.9571,2081307,14-May-21,3.68,0.0165
226.47,227.86,224.735,227.86,HON,2058051,HISTORICAL_PRICES,HON,5/17/2021,1.62882E+12,0.08905987,0.08905987,227.86,226.47,227.86,224.735,2058051,226.9551,225.5706,226.9551,223.8425,2058051,17-May-21,-0.89,-0.0039
222.32,225.985,222.23,225.37,HON,2400421,HISTORICAL_PRICES,HON,5/18/2021,1.62882E+12,0.06910315,0.06910315,225.37,222.32,225.985,222.23,2400421,224.475,221.4371,225.0875,221.3475,2400421,18-May-21,-4.15,-0.0183
221.32,221.47,216.78,220.67,HON,3050216,HISTORICAL_PRICES,HON,5/19/2021,1.62882E+12,0.064294302,0.064294302,220.67,221.32,221.47,216.78,3050216,219.7937,220.4411,220.5905,215.9191,3050216,19-May-21,-1,-0.0045
222.13,222.89,220.47,220.4865,HON,2207835,HISTORICAL_PRICES,HON,5/20/2021,1.62882E+12,0.068189469,0.068189469,220.4865,222.13,222.89,220.47,2207835,219.6109,221.2479,222.0048,219.5944,2207835,20-May-21,0.81,0.0037
223.2,225.625,222.66,223,HON,2274600,HISTORICAL_PRICES,HON,5/21/2021,1.62882E+12,0.073334936,0.073334936,223,223.2,225.625,222.66,2274600,222.1144,222.3136,224.729,221.7757,2274600,21-May-21,1.07,0.0048
